year,pick,overall_slot,manager,player,position,position_source,career_ppg,expected_ppg,draft_adj_ppg,career_games,through,status
2025,1.12,12,David Carnes,Matthew Golden,WR,Plebs/Sleeper fallback,3.964286,6.946200,-2.981914,14,2025,scored
2025,2.01,13,David Carnes,Jayden Higgins,WR,Plebs/Sleeper fallback,6.411765,6.734200,-0.322435,17,2025,scored
2025,2.02,14,Alex Agueros,Luther Burden,WR,Plebs/Sleeper fallback,6.960000,6.530200,0.429800,15,2025,scored
2025,2.03,15,Alex Agueros,Colston Loveland,TE,Plebs/Sleeper fallback,8.506250,5.733500,2.772750,16,2025,scored
2025,2.04,16,David Carnes,Jack Bech,WR,Plebs/Sleeper fallback,2.025000,6.167300,-4.142300,16,2025,scored
2025,2.05,17,David Carnes,Tyler Warren,TE,Plebs/Sleeper fallback,8.852941,5.538100,3.314841,17,2025,scored
2025,2.06,18,Clint Hudson,Tyler Shough,QB,Plebs/Sleeper fallback,15.087273,13.755700,1.331573,11,2025,scored
2025,2.07,19,Bo Tiller,Tre Harris,WR,Plebs/Sleeper fallback,3.200000,5.756800,-2.556800,17,2025,scored
2025,2.08,20,Matt Clawson,Kyle Williams,WR,Plebs/Sleeper fallback,2.600000,5.646200,-3.046200,17,2025,scored
2025,2.09,21,Clint Hudson,Jalen Royals,WR,Plebs/Sleeper fallback,0.200000,5.540800,-5.340800,7,2025,scored
2025,2.10,22,Ryan Lipkin,Bhayshul Tuten,RB,Plebs/Sleeper fallback,5.573333,5.357100,0.216233,15,2025,scored
2025,2.11,23,Ryan Lipkin,Jaydon Blue,RB,Plebs/Sleeper fallback,3.980000,5.190700,-1.210700,5,2025,scored
2025,2.12,24,Alex Agueros,Woody Marks,RB,Plebs/Sleeper fallback,8.693750,5.041300,3.652450,16,2025,scored
2025,3.01,25,Luke Miller,Dylan Sampson,RB,Plebs/Sleeper fallback,4.740000,4.908200,-0.168200,15,2025,scored
2025,3.02,26,Luke Miller,Mason Taylor,TE,Plebs/Sleeper fallback,5.146154,4.603600,0.542554,13,2025,scored
2025,3.03,27,Alex Agueros,Jaylin Noel,WR,Plebs/Sleeper fallback,3.258824,4.862000,-1.603176,17,2025,scored
2025,3.04,28,Ryan Lipkin,Pat Bryant,WR,Plebs/Sleeper fallback,3.953333,4.745300,-0.791967,15,2025,scored
2025,3.05,29,Travis Page,Terrance Ferguson,TE,Plebs/Sleeper fallback,3.328571,4.328000,-0.999429,14,2025,scored
2025,3.06,30,Travis Page,Jarquez Hunter,RB,Plebs/Sleeper fallback,0.000000,4.400000,-4.400000,5,2025,scored
2025,3.07,31,Bo Tiller,Jaxson Dart,QB,Plebs/Sleeper fallback,18.684286,11.869500,6.814786,14,2025,scored
2025,3.08,32,Luke Miller,Devin Neal,RB,Plebs/Sleeper fallback,5.150000,4.222400,0.927600,10,2025,scored
2025,3.09,33,Matt Metz,Elic Ayomanor,WR,Plebs/Sleeper fallback,6.000000,4.247600,1.752400,16,2025,scored
2025,3.10,34,Luke Miller,Isaac TeSlaa,WR,Plebs/Sleeper fallback,3.994118,4.167800,-0.173682,17,2025,scored
2025,3.11,35,David Carnes,DJ Giddens,RB,Plebs/Sleeper fallback,1.066667,3.947100,-2.880433,9,2025,scored
2025,3.12,36,Ryan Lipkin,Harold Fannin,TE,Plebs/Sleeper fallback,9.400000,3.832800,5.567200,16,2025,scored
2025,3.13,37,Ryan Lipkin,Dont'e Thornton,WR,Plebs/Sleeper fallback,1.233333,3.961400,-2.728067,15,2025,scored
2025,4.01,38,Seth Miller,Tahj Brooks,RB,Plebs/Sleeper fallback,0.368750,3.654700,-3.285950,16,2025,scored
2025,4.02,39,Seth Miller,Ollie Gordon,RB,Plebs/Sleeper fallback,2.976471,3.554400,-0.577929,17,2025,scored
2025,4.03,40,Seth Miller,Trevor Etienne,RB,Plebs/Sleeper fallback,0.600000,3.453500,-2.853500,17,2025,scored
2025,4.04,41,Ryan Lipkin,Jalen Milroe,QB,Plebs/Sleeper fallback,-0.533333,10.546200,-11.079533,3,2025,scored
2025,4.05,42,Luke Miller,Tory Horton,WR,Plebs/Sleeper fallback,7.325000,3.696700,3.628300,8,2025,scored
2025,4.06,43,Clint Hudson,Jordan James,RB,Plebs/Sleeper fallback,0.000000,3.423700,-3.423700,3,2025,scored
2025,4.07,44,Bo Tiller,Elijah Arroyo,TE,Plebs/Sleeper fallback,2.261538,3.501100,-1.239562,13,2025,scored
2025,4.08,45,Payton Docheff,Savion Williams,WR,Plebs/Sleeper fallback,1.708333,3.566300,-1.857967,12,2025,scored
2025,4.09,46,Matt Metz,Damien Martinez,RB,manual historical rookie-position audit,0.000000,3.423700,-3.423700,,2025,scored
2025,4.10,47,Seth Miller,Brashard Smith,RB,Plebs/Sleeper fallback,2.988235,3.423700,-0.435465,17,2025,scored
2025,4.11,48,Matt Metz,Shedeur Sanders,QB,Plebs/Sleeper fallback,9.862500,10.546200,-0.683700,8,2025,scored
2025,4.12,49,Matt Metz,Tai Felton,WR,Plebs/Sleeper fallback,0.235294,3.484400,-3.249106,17,2025,scored
2025,5.01,50,Seth Miller,Jacory Croskey-Merritt,RB,Plebs/Sleeper fallback,7.988235,3.423700,4.564535,17,2025,scored
2025,5.02,51,Alex Agueros,Chimere Dike,WR,Plebs/Sleeper fallback,6.005882,3.484400,2.521482,17,2025,scored
2025,5.03,52,Alex Agueros,Kyle Monangai,RB,Plebs/Sleeper fallback,8.100000,3.423700,4.676300,17,2025,scored
2025,5.04,53,Luke Miller,Will Howard,QB,manual historical rookie-position audit,0.000000,10.546200,-10.546200,,2025,scored
2025,5.05,54,Travis Page,Jaylin Lane,WR,Plebs/Sleeper fallback,2.746667,3.484400,-0.737733,15,2025,scored
2025,5.06,55,Clint Hudson,Arian Smith,WR,Plebs/Sleeper fallback,0.625000,3.484400,-2.859400,16,2025,scored
2025,5.07,56,Bo Tiller,Dillon Gabriel,QB,Plebs/Sleeper fallback,8.008000,10.546200,-2.538200,10,2025,scored
2025,5.08,57,Payton Docheff,Isaiah Bond,WR,Plebs/Sleeper fallback,2.856250,3.471700,-0.615450,16,2025,scored
2025,5.09,58,Matt Metz,Oronde Gadsden,TE,Plebs/Sleeper fallback,7.126667,3.495800,3.630867,15,2025,scored
2025,5.10,59,Ryan Lipkin,KeAndre Lambert-Smith,WR,Plebs/Sleeper fallback,1.360000,3.471700,-2.111700,10,2025,scored
2025,5.11,60,Payton Docheff,Khalil Herbert,RB,Plebs/Sleeper fallback,,,,,,veteran_excluded
2025,5.12,61,Ryan Lipkin,Raheim Sanders,RB,Plebs/Sleeper fallback,4.700000,3.423700,1.276300,4,2025,scored
2026,1.01,1,David Carnes,Jeremiyah Love,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.02,2,Matt Clawson,Carnell Tate,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.03,3,Alex Agueros,Makai Lemon,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.04,4,Seth Miller,Jordyn Tyson,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.05,5,Luke Miller,Jadarian Price,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.06,6,Bo Tiller,Omar Cooper,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.07,7,Luke Miller,KC Concepcion,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.08,8,Clint Hudson,Fernando Mendoza,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.09,9,Jordan Martin,Kenyon Sadiq,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.10,10,Travis Page,Eli Stowers,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.11,11,David Carnes,Denzel Boston,,Plebs/Sleeper fallback,,,,,,unscored
2026,1.12,12,Matt Clawson,Antonio Williams,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.01,13,Travis Page,Jonah Coleman,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.02,14,David Carnes,Germie Bernard,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.03,15,Alex Agueros,Mike Washington Jr,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.04,16,Ryan Lipkin,Chris Bell,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.05,17,Luke Miller,Emmett Johnson,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.06,18,Bo Tiller,De'Zhaun Stribling,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.07,19,David Carnes,Ted Hurst,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.08,20,Clint Hudson,Kaelon Black,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.09,21,Ryan Lipkin,Malachi Fields,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.10,22,Luke Miller,Nicholas Singleton,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.11,23,Travis Page,Zachariah Branch,,Plebs/Sleeper fallback,,,,,,unscored
2026,2.12,24,Travis Page,Skyler Bell,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.01,25,Seth Miller,Chris Brazzell,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.02,26,Payton Docheff,Elijah Sarratt,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.03,27,Alex Agueros,Kaytron Allen,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.04,28,Matt Clawson,Ty Simpson,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.05,29,Ryan Lipkin,Demond Claiborne,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.06,30,Bo Tiller,Oscar Delp,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.07,31,Matt Metz,Ja'Kobi Lane,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.08,32,Clint Hudson,Caleb Douglas,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.09,33,Ryan Lipkin,Adam Randall,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.10,34,Payton Docheff,Bryce Lance,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.11,35,Travis Page,Max Klare,,Plebs/Sleeper fallback,,,,,,unscored
2026,3.12,36,Travis Page,Zavion Thomas,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.01,37,Clint Hudson,Brenen Thompson,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.02,38,Payton Docheff,Taylen Green,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.03,39,Alex Agueros,CJ Daniels,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.04,40,Matt Clawson,Seth McGowan,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.05,41,Seth Miller,Cyrus Allen,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.06,42,Bo Tiller,Deion Burks,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.07,43,Matt Metz,Eli Heidenreich,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.08,44,Clint Hudson,Jam Miller,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.09,45,Travis Page,Jauan Jennings,WR,Plebs/Sleeper fallback,,,,,,veteran_excluded
2026,4.10,46,Seth Miller,Eli Raridon,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.11,47,Matt Metz,Reggie Virgil,,Plebs/Sleeper fallback,,,,,,unscored
2026,4.12,48,Ryan Lipkin,Justin Joly,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.01,49,Clint Hudson,John Michael Gyllenborg,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.02,50,Ryan Lipkin,Drew Allar,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.03,51,Alex Agueros,Carson Beck,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.04,52,Matt Clawson,Kevin Coleman,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.05,53,Luke Miller,Barion Brown,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.06,54,Bo Tiller,Josh Cameron,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.07,55,Matt Metz,J'Mari Taylor,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.08,56,Seth Miller,Tanner Koziol,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.09,57,Jordan Martin,Jalen Nailor,WR,Plebs/Sleeper fallback,,,,,,veteran_excluded
2026,5.10,58,Seth Miller,Jeff Caldwell,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.11,59,Matt Clawson,Matt Hibner,,Plebs/Sleeper fallback,,,,,,unscored
2026,5.12,60,Ryan Lipkin,Jaydn Ott,,Plebs/Sleeper fallback,,,,,,unscored
